Index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
212,21.5,25.89,0,495.5,0.0041035,0
213,21.5,26,0,492.6666667,0.00412105,0
214,21.5,26,0,490,0.00412105,0
215,21.5,25.92666667,0,493,0.00410935,0
216,21.5,25.89,0,494.6666667,0.0041035,0
217,21.5,25.89,0,496,0.0041035,0
218,21.5,25.89,0,491,0.0041035,0
219,21.5,25.84,0,490.5,0.004095523,0
220,21.5,25.84,0,490,0.004095523,0
221,21.5,25.89,0,491,0.0041035,0
222,21.5,25.89,0,491.6666667,0.0041035,0
223,21.5,25.89,0,493.5,0.0041035,0
224,21.4725,25.865,0,493.75,0.004092568,0
225,21.5,25.84,0,490,0.004095523,0
226,21.5,25.79,0,488,0.004087546,0
227,21.5,25.79,0,490,0.004087546,0
228,21.5,25.79,0,487,0.004087546,0
229,21.445,25.745,0,492.5,0.004066556,0
230,21.445,25.745,0,493.5,0.004066556,0
231,21.46333333,25.76,0,493.3333333,0.004073542,0
232,21.445,25.745,0,488,0.004066556,0
233,21.5,25.79,0,487.5,0.004087546,0
234,21.42666667,25.73,0,485.3333333,0.004059579,0
235,21.39,25.7,0,484,0.004045656,0
236,21.39,25.7,0,489,0.004045656,0
237,21.445,25.745,0,488,0.004066556,0
238,21.5,25.79,0,493,0.004087546,0
239,21.39,25.7,0,491,0.004045656,0
240,21.445,25.745,0,488,0.004066556,0
241,21.445,25.745,0,487.25,0.004066556,0
242,21.39,25.7,0,489,0.004045656,0
243,21.5,25.79,0,489,0.004087546,0
244,21.39,25.7,0,486,0.004045656,0
245,21.42666667,25.73,0,484.6666667,0.004059579,0
246,21.39,25.7,0,485,0.004045656,0
247,21.39,25.7,0,487,0.004045656,0
248,21.39,25.7,0,492,0.004045656,0
249,21.39,25.7,0,490.6666667,0.004045656,0
250,21.39,25.7,0,488,0.004045656,0
251,21.39,25.7,0,485.5,0.004045656,0
252,21.39,25.7,0,486,0.004045656,0
253,21.39,25.7,0,485.5,0.004045656,0
254,21.39,25.7,0,486,0.004045656,0
255,21.39,25.7,0,480,0.004045656,0
256,21.39,25.7,0,481,0.004045656,0
257,21.39,25.7,0,481.6666667,0.004045656,0
258,21.39,25.7,0,485.5,0.004045656,0
259,21.39,25.7,0,485,0.004045656,0
260,21.39,25.7,0,473,0.004045656,0
261,21.39,25.7,0,475,0.004045656,0
262,21.39,25.7,0,486,0.004045656,0
263,21.39,25.7,0,481.5,0.004045656,0
264,21.39,25.7,0,483,0.004045656,0
265,21.39,25.7,0,479,0.004045656,0
266,21.39,25.7,0,479,0.004045656,0
267,21.39,25.7,0,479,0.004045656,0
268,21.34,25.7,0,479,0.004033195,0
269,21.39,25.7,0,479,0.004045656,0
270,21.39,25.7,0,477,0.004045656,0
271,21.39,25.7,0,477.5,0.004045656,0
272,21.29,25.7,0,477.5,0.004020769,0
273,21.34,25.7,0,480,0.004033195,0
274,21.29,25.7,0,480,0.004020769,0
275,21.34,25.7,0,482,0.004033195,0
276,21.32333333,25.7,0,480.3333333,0.004029049,0
277,21.34,25.7,0,477.5,0.004033195,0
278,21.29,25.7,0,476,0.004020769,0
279,21.39,25.7,0,479,0.004045656,0
280,21.39,25.7,0,471,0.004045656,0
281,21.29,25.7,0,474,0.004020769,0
282,21.29,25.7,0,477.5,0.004020769,0
283,21.34,25.7,0,476,0.004033195,0
284,21.29,25.7,0,474.25,0.004020769,0
285,21.39,25.7,0,475,0.004045656,0
286,21.29,25.7,0,476.5,0.004020769,0
287,21.34,25.7,0,474.5,0.004033195,0
288,21.29,25.7,0,478,0.004020769,0
289,21.29,25.7,0,475.3333333,0.004020769,0
290,21.29,25.7,0,477,0.004020769,0
291,21.29,25.7,0,475.5,0.004020769,0
292,21.29,25.7,0,477.5,0.004020769,0
293,21.29,25.7,0,477.5,0.004020769,0
294,21.29,25.7,0,478,0.004020769,0
295,21.29,25.7,0,473.5,0.004020769,0
296,21.29,25.7,0,472.5,0.004020769,0
297,21.29,25.7,0,472,0.004020769,0
298,21.29,25.7,0,469.5,0.004020769,0
299,21.29,25.7,0,466.6666667,0.004020769,0
300,21.29,25.7,0,467,0.004020769,0
301,21.29,25.7,0,469.5,0.004020769,0
302,21.2,25.6,0,469,0.003982828,0
303,21.29,25.7,0,471,0.004020769,0
304,21.29,25.7,0,469,0.004020769,0
305,21.26,25.66666667,0,467.3333333,0.00400809,0
306,21.245,25.65,0,471.5,0.004001763,0
307,21.23,25.63333333,0,471.6666667,0.003995443,0
308,21.29,25.7,0,475,0.004020769,0
309,21.2,25.6,0,471,0.003982828,0
310,21.2,25.6,0,471,0.003982828,0
311,21.245,25.65,0,471,0.004001763,0
312,21.245,25.65,0,474.5,0.004001763,0
313,21.2,25.6,0,475.5,0.003982828,0
314,21.2,25.6,0,474,0.003982828,0
315,21.2,25.6,0,469,0.003982828,0
316,21.2,25.6,0,474,0.003982828,0
317,21.2,25.6,0,474,0.003982828,0
318,21.2,25.6,0,468.5,0.003982828,0
319,21.2,25.6,0,469.5,0.003982828,0
320,21.2,25.6,0,472.5,0.003982828,0
321,21.2,25.6,0,467.5,0.003982828,0
322,21.2,25.6,0,469,0.003982828,0
323,21.2,25.55,0,466.5,0.003974999,0
324,21.2,25.5,0,469.5,0.003967171,0
325,21.2,25.5,0,469,0.003967171,0
326,21.2,25.5,0,467,0.003967171,0
327,21.2,25.5,0,467.3333333,0.003967171,0
328,21.2,25.5,0,467,0.003967171,0
329,21.2,25.5,0,464.5,0.003967171,0
330,21.2,25.445,0,466,0.00395856,0
331,21.2,25.5,0,473,0.003967171,0
332,21.2,25.39,0,475,0.003949949,0
333,21.2,25.39,0,471,0.003949949,0
334,21.2,25.39,0,470,0.003949949,0
335,21.2,25.39,0,466.25,0.003949949,0
336,21.2,25.39,0,467,0.003949949,0
337,21.2,25.39,0,473,0.003949949,0
338,21.2,25.39,0,468,0.003949949,0
339,21.2,25.39,0,463,0.003949949,0
340,21.2,25.39,0,466,0.003949949,0
341,21.2,25.39,0,467,0.003949949,0
342,21.2,25.29,0,468,0.003934293,0
343,21.2,25.39,0,468,0.003949949,0
344,21.2,25.29,0,468,0.003934293,0
345,21.2,25.34,0,465.5,0.003942121,0
346,21.2,25.39,0,464,0.003949949,0
347,21.2,25.34,0,464.5,0.003942121,0
348,21.2,25.29,0,465.6666667,0.003934293,0
349,21.2,25.365,0,465.75,0.003946035,0
350,21.2,25.39,0,464,0.003949949,0
351,21.2,25.39,0,467,0.003949949,0
352,21.15,25.39,0,466.5,0.003937767,0
353,21.2,25.39,0,465,0.003949949,0
354,21.2,25.39,0,462,0.003949949,0
355,21.2,25.39,0,459.6666667,0.003949949,0
356,21.2,25.29,0,458,0.003934293,0
357,21.2,25.34,0,462.5,0.003942121,0
358,21.2,25.29,0,467,0.003934293,0
359,21.2,25.29,0,466.5,0.003934293,0
360,21.2,25.29,0,463,0.003934293,0
361,21.2,25.29,0,465,0.003934293,0
362,21.2,25.29,0,463.25,0.003934293,0
363,21.2,25.29,0,460,0.003934293,0
364,21.2,25.29,0,457,0.003934293,0
365,21.2,25.29,0,456,0.003934293,0
366,21.245,25.245,0,454,0.003938177,0
367,21.23,25.23,0,454,0.003932179,0
368,21.29,25.29,0,458,0.003956216,0
369,21.2,25.2,0,456,0.003920204,0
370,21.245,25.245,0,456.5,0.003938177,0
371,21.245,25.245,0,458.5,0.003938177,0
372,21.26,25.26,0,459.6666667,0.003944183,0
373,21.245,25.245,0,464,0.003938177,0
374,21.245,25.2,0,465,0.003931113,0
375,21.29,25.2,0,461,0.003942048,0
376,21.245,25.2,0,458.5,0.003931113,0
377,21.29,25.2,0,459,0.003942048,0
378,21.29,25.2,0,451,0.003942048,0
379,21.29,25.2,0,456,0.003942048,0
380,21.29,25.2,0,463,0.003942048,0
381,21.29,25.2,0,461.6666667,0.003942048,0
382,21.29,25.2,0,458,0.003942048,0
383,21.29,25.2,0,450,0.003942048,0
384,21.29,25.2,0,457,0.003942048,0
385,21.29,25.2,0,456,0.003942048,0
386,21.29,25.2,0,456,0.003942048,0
387,21.29,25.2,0,461,0.003942048,0
388,21.29,25.2,0,463,0.003942048,0
389,21.29,25.2,0,460,0.003942048,0
390,21.29,25.2,0,456,0.003942048,0
391,21.29,25.2,0,454.5,0.003942048,0
392,21.29,25.2,0,448.5,0.003942048,0
393,21.29,25.2,0,453.5,0.003942048,0
394,21.29,25.2,0,454,0.003942048,0
395,21.29,25.2,0,454,0.003942048,0
396,21.29,25.245,0,450.5,0.003949132,0
397,21.29,25.245,0,453,0.003949132,0
398,21.2,25.2,0,457,0.003920204,0
399,21.2,25.2,0,452.5,0.003920204,0
400,21.2,25.2,0,449,0.003920204,0
401,21.2,25.2,0,458.6666667,0.003920204,0
402,21.2,25.2,0,454.5,0.003920204,0
403,21.2,25.245,0,455.5,0.003927249,0
404,21.2,25.245,0,453.5,0.003927249,0
405,21.2,25.29,0,452,0.003934293,0
406,21.2,25.29,0,451.5,0.003934293,0
407,21.2,25.29,0,451,0.003934293,0
408,21.16666667,25.35666667,0,450.3333333,0.003936616,0
409,21.16666667,25.39,0,450,0.003941824,0
410,21.15,25.39,0,453.5,0.003937767,0
411,21.1,25.39,0,454,0.003925619,0
412,21.15,25.39,0,452.5,0.003937767,0
413,21.1,25.39,0,454,0.003925619,0
414,21.1,25.39,0,457,0.003925619,0
415,21.1,25.46333333,0,450.3333333,0.003937029,0
416,21.1,25.5,0,451,0.003942734,0
417,21.1,25.5,0,451,0.003942734,0
418,21.05,25.445,0,449,0.003922035,0
419,21.1,25.5,0,449,0.003942734,0
420,21.05,25.445,0,450,0.003922035,0
421,21.05,25.445,0,449,0.003922035,0
422,21.1,25.5,0,445,0.003942734,0
423,21,25.39,0,443,0.003901421,0
424,21.1,25.5,0,446.5,0.003942734,0
425,21.1,25.5,0,446,0.003942734,0
426,21.1,25.5,0,451.5,0.003942734,0
427,21.1,25.39,0,445,0.003925619,0
428,21.1,25.39,0,449,0.003925619,0
429,21.1,25.39,0,451.6666667,0.003925619,0
430,21.1,25.39,0,452,0.003925619,0
431,21.1,25.39,0,451,0.003925619,0
432,21.05,25.34,0,450,0.003905749,0
433,21.1,25.39,0,450,0.003925619,0
434,21.1,25.39,0,448,0.003925619,0
435,21.1,25.39,0,450.6666667,0.003925619,0
436,21.1,25.39,0,450,0.003925619,0
437,21.15,25.39,0,446,0.003937767,0
438,21.1,25.39,0,444,0.003925619,0
439,21.125,25.39,0,447.5,0.003931689,0
440,21.13333333,25.39,0,443.3333333,0.003933714,0
441,21.1,25.34,0,443.5,0.00391784,0
442,21.1,25.34,0,444,0.00391784,0
443,21.15,25.34,0,449,0.003929964,0
444,21.2,25.29,0,449.3333333,0.003934293,0
445,21.15,25.29,0,448,0.003922161,0
446,21.15,25.245,0,449.5,0.003915138,0
447,21.2,25.245,0,450,0.003927249,0
448,21.2,25.2,0,447,0.003920204,0
449,21.2,25.2,0,446,0.003920204,0
450,21.13333333,25.2,0,443,0.003904093,0
451,21.16666667,25.2,0,444,0.003912141,0
452,21.2,25.2,0,444.5,0.003920204,0
453,21.2,25.2,0,445,0.003920204,0
454,21.2,25.2,0,451,0.003920204,0
455,21.2,25.2,0,450,0.003920204,0
456,21.2,25.2,0,444,0.003920204,0
457,21.2,25.2,0,443,0.003920204,0
458,21.2,25.1,0,438.5,0.00390455,0
459,21.2,25.1,0,441,0.00390455,0
460,21.2,25.1,0,444,0.00390455,0
461,21.2,25.15,0,441.5,0.003912377,0
462,21.2,25.1,0,441,0.00390455,0
463,21.2,25.1,0,439.5,0.00390455,0
464,21.2,25.1,0,441,0.00390455,0
465,21.2,25.1,0,442,0.00390455,0
466,21.2,25.1,0,441,0.00390455,0
467,21.2,25.1,0,436,0.00390455,0
468,21.2,25.1,0,442.5,0.00390455,0
469,21.2,25.1,0,446,0.00390455,0
470,21.2,25.1,0,443,0.00390455,0
471,21.2,25.1,0,437.5,0.00390455,0
472,21.2,25.1,0,440.5,0.00390455,0
473,21.2,25.05,0,439.5,0.003896723,0
474,21.2,25,0,443,0.003888897,0
475,21.2,25,0,443,0.003888897,0
476,21.2,25,0,438.5,0.003888897,0
477,21.2,25,0,438,0.003888897,0
478,21.2,25,0,442.3333333,0.003888897,0
479,21.2,25,0,448,0.003888897,0
480,21.2,25.1,0,447.5,0.00390455,0
481,21.125,25.1,0,445.75,0.003886501,0
482,21.1,25,0,439,0.003864945,0
483,21.1,25.1,0,440,0.003880502,0
484,21.1,25.1,0,441.5,0.003880502,0
485,21.1,25.06666667,0,439,0.003875316,0
486,21.1,25,0,439,0.003864945,0
487,21.1,25.1,0,437.5,0.003880502,0
488,21.05,25.05,0,437.5,0.003860772,0
489,21.1,25.1,0,439.3333333,0.003880502,0
490,21.1,25.1,0,443,0.003880502,0
491,21,25,0,440.5,0.003841124,0
492,21,25,0,442.3333333,0.003841124,0
493,21,25,0,440.6666667,0.003841124,0
494,21,25,0,440,0.003841124,0
495,21,25,0,439,0.003841124,0
496,21,25,0,442,0.003841124,0
497,21,25,0,443.5,0.003841124,0
498,21,25,0,445,0.003841124,0
499,21,25,0,445,0.003841124,0
500,21,25.05,0,442.5,0.003848854,0
501,21,25.1,0,440,0.003856584,0
502,21,25,0,439.5,0.003841124,0
503,21,25,0,438.5,0.003841124,0
504,21,25,0,435,0.003841124,0
505,21,25,0,439.5,0.003841124,0
506,21,25,0,440.5,0.003841124,0
507,21,25,0,439.5,0.003841124,0
508,21,25,0,441,0.003841124,0
509,21,25,0,442,0.003841124,0
510,21,25,0,445,0.003841124,0
511,21,25,0,444,0.003841124,0
512,21,25,0,445,0.003841124,0
513,21,24.89,0,444,0.003824119,0
514,21,24.89,0,443,0.003824119,0
515,21,24.89,0,448,0.003824119,0
516,21.05,24.945,0,443,0.003844489,0
517,21.05,24.945,0,440,0.003844489,0
518,21,24.89,0,440,0.003824119,0
519,21.03333333,24.92666667,0,441,0.00383769,0
520,21.05,24.945,0,440.5,0.003844489,0
521,21.05,24.945,0,444.5,0.003844489,0
522,21.1,25,0,446,0.003864945,0
523,21.05,24.945,0,442.5,0.003844489,0
524,21,24.89,0,439,0.003824119,0
525,21.1,24.89,0,441,0.003847834,0
526,21.1,24.89,0,438.3333333,0.003847834,0
527,21.03333333,24.89,0,439.5,0.00383201,0
528,21.075,24.9725,0,440.75,0.003854707,0
529,21.03333333,24.92666667,0,437,0.00383769,0
530,21.1,24.945,0,440.5,0.00385639,0
531,21.1,24.9175,0,442.25,0.003852112,0
532,21.1,24.89,0,435,0.003847834,0
533,21.1,24.89,0,435.5,0.003847834,0
534,21.1,24.89,0,432,0.003847834,0
535,21.1,24.89,0,439.5,0.003847834,0
536,21.05,24.84,0,442.5,0.003828207,0
537,21.1,24.89,0,438.5,0.003847834,0
538,21.05,24.84,0,435.5,0.003828207,0
539,21.06666667,24.85666667,0,437.3333333,0.003834741,0
540,21.1,24.89,0,437,0.003847834,0
541,21.03333333,24.82333333,0,438,0.003821683,0
542,21.025,24.84,0,435,0.003822295,0
543,21,24.79,0,440,0.003808661,0
544,21,24.82333333,0,441.3333333,0.003813814,0
545,21,24.85666667,0,435,0.003818966,0
546,21,24.89,0,432,0.003824119,0
547,21,24.89,0,435.5,0.003824119,0
548,21,24.89,0,444,0.003824119,0
549,21,24.84,0,444.5,0.00381639,0
550,21,24.89,0,446,0.003824119,0
551,21,24.89,0,445,0.003824119,0
552,21,24.89,0,438.3333333,0.003824119,0
553,21,24.89,0,445.5,0.003824119,0
554,21,24.89,0,439,0.003824119,0
555,21,24.89,0,439,0.003824119,0
556,20.945,24.89,0,439.5,0.003811131,0
557,20.96333333,24.89,0,443.3333333,0.003815456,0
558,20.89,24.89,0,443.5,0.003798181,0
559,20.92666667,24.89,0,444,0.00380681,0
560,21,24.89,0,447.5,0.003824119,0
561,20.89,24.89,0,445.5,0.003798181,0
562,20.89,24.89,0,443,0.003798181,0
563,20.89,24.89,0,438,0.003798181,0
564,20.89,24.89,0,428,0.003798181,0
565,20.89,24.89,0,431,0.003798181,0
566,20.89,24.89,0,441,0.003798181,0
567,20.89,24.89,0,446,0.003798181,0
568,20.89,24.89,0,447,0.003798181,0
569,20.89,24.89,0,439,0.003798181,0
570,20.89,24.89,0,438.3333333,0.003798181,0
571,20.89,24.89,0,442,0.003798181,0
572,20.92666667,24.79,0,443.3333333,0.003791422,0
573,20.89,24.79,0,448,0.003782829,0
574,20.89,24.79,0,444.5,0.003782829,0
575,20.92666667,24.79,0,443.3333333,0.003791422,0
576,20.945,24.79,0,445,0.003795725,0
577,21,24.7,0,445,0.003794749,0
578,21,24.7,0,443.5,0.003794749,0
579,21,24.7,0,439,0.003794749,0
580,21,24.7,0,441.5,0.003794749,0
581,21,24.63333333,0,441.3333333,0.003784445,0
582,21,24.6,0,441,0.003779293,0
583,21,24.6,0,441,0.003779293,0
584,21,24.6,0,440,0.003779293,0
585,21,24.6,0,436,0.003779293,0
586,21,24.6,0,444,0.003779293,0
587,21,24.6,0,442,0.003779293,0
588,21,24.6,0,443.6666667,0.003779293,0
589,21,24.6,0,439.5,0.003779293,0
590,21,24.56666667,0,439.3333333,0.003774141,0
591,21,24.55,0,443.5,0.003771565,0
592,21,24.5,0,445,0.003763837,0
593,21,24.5,0,441.5,0.003763837,0
594,21,24.5,0,445,0.003763837,0
595,21,24.5,0,444.5,0.003763837,0
596,21,24.5,0,443.6666667,0.003763837,0
597,21,24.5,0,445.5,0.003763837,0
598,21,24.445,0,445,0.003755336,0
599,21,24.445,0,443.5,0.003755336,0
600,21,24.39,0,447,0.003746836,0
601,21,24.39,0,444,0.003746836,0
602,21,24.5,0,442.5,0.003763837,0
603,21,24.42666667,0,445,0.003752503,0
604,21,24.5,0,444,0.003763837,0
605,21,24.39,0,440,0.003746836,0
606,21,24.39,0,445.5,0.003746836,0
607,21,24.39,0,444.5,0.003746836,0
608,21,24.39,0,442.5,0.003746836,0
609,21,24.39,0,444,0.003746836,0
610,21,24.39,0,442,0.003746836,0
611,21,24.35666667,0,442.6666667,0.003741684,0
612,21,24.29,0,439,0.003731382,0
