ph,Hardness,Solids,Chloramines,Conductivity,Organic_carbon,Turbidity,Potability
,148.1530614,15193.41347,9.046832707,563.8047433,16.56865557,6.038184953,0
7.181448581,209.6256005,15196.22999,5.994678646,342.1112863,7.922598333,5.088859989,0
9.825489908,190.7566183,19677.89247,6.757540731,452.8362349,16.8990378,2.857472426,0
10.43329098,117.7912296,22326.89205,8.161504811,412.9868338,12.89070856,5.057310517,0
7.414148196,235.0445345,32555.85254,6.845952024,411.9833642,10.24481507,3.160624468,0
,232.280452,14787.20626,5.474914832,383.981723,12.16693715,5.029166724,0
5.115817064,191.952743,19620.54533,6.060712995,441.7483793,10.96648615,3.902088768,0
3.641629777,183.9087223,24752.07246,5.538314133,456.8600959,9.034066753,3.464353035,0
5.618064406,304.2359121,17281.97517,6.101083505,399.4715663,12.26500158,2.896546941,0
,143.4537313,19942.27322,5.890754583,427.1306715,22.46989199,2.907563915,0
9.267187531,198.6143947,24683.72357,6.110612421,396.8769491,16.47196935,4.324004646,0
,233.8589957,11703.92391,4.599387943,349.3996325,18.33889255,3.510004045,0
5.331940479,194.8740654,16658.8765,7.993829562,335.1203984,10.1805138,4.434820258,0
7.145771545,238.6899285,28780.34043,6.814028701,332.0327063,11.0931634,5.182590704,0
9.920691059,202.817483,9973.934059,6.882248307,333.1924699,23.91760126,4.69070723,0
4.758439425,183.3494541,21568.42878,4.731348985,403.9441682,18.66822946,4.542801462,0
5.702925977,216.8504739,35606.44018,7.184351089,504.6382604,16.14079002,4.137739016,0
6.953864226,209.638293,10575.18628,4.462707246,391.1843151,13.28533392,3.195710328,0
10.68296643,173.3754984,15758.74062,5.570783575,323.8079132,10.09086975,3.999775382,0
,129.8905723,34415.85315,6.32192899,470.3291685,18.59940992,4.405586,0
8.757257397,200.1914004,21536.22469,4.915101055,404.7177992,13.76832331,3.626135442,0
,168.3884308,27492.30731,7.046224798,383.79502,16.18206649,3.048057223,0
7.809631898,100.4576151,12013.55063,5.212314602,605.2201244,9.61134874,2.447444464,0
6.652488091,145.0101719,19871.78845,4.96106638,545.9749938,10.94202426,3.742090426,0
9.147197055,211.7141418,11920.61084,7.230794769,527.70891,18.27531211,3.794531591,0
10.56074464,181.8933656,21783.65103,6.991259996,456.5564021,16.48283537,3.96468635,0
7.484254838,260.0921726,30616.61515,9.379133541,404.6707773,15.93448387,4.781188177,0
8.520806573,238.3351125,28779.65001,8.282808465,481.3188027,6.016336609,3.94060453,0
4.999413811,190.2870501,24323.8659,7.230164127,405.330482,8.236557503,4.460683932,0
,157.8011936,16963.62501,8.33561855,360.9959945,12.82386095,4.405385706,0
,155.0557268,20557.24043,8.18731905,290.1809831,16.62225518,4.08990769,0
3.906078355,233.402835,32144.79993,6.994839617,269.4490512,9.6541256,3.902879712,0
6.391353624,213.0178297,20965.47831,5.375559892,369.3381209,13.75810517,3.923749169,0
,229.4856937,35729.69271,8.810843045,296.3975472,16.92709218,3.855602212,0
8.692092013,195.1437388,24656.23968,8.231900338,398.345418,12.38077079,4.477960248,0
8.085759801,127.7396738,32653.91036,6.53423741,416.2396301,11.11965925,4.068688909,0
6.203977702,212.3066183,21815.07415,7.873991885,362.1080043,14.93301266,5.215689206,0
5.058108869,238.5693804,34873.93452,8.983276144,669.7250862,13.35318143,5.106655774,0
,103.4647587,27420.16742,8.417305032,485.9745005,11.35113273,4.620793452,0
,211.200526,12830.48413,4.502117034,333.329848,16.04514848,3.439740042,0
7.261550522,179.8897882,24964.7777,5.837086493,501.1827807,17.28771328,3.636364183,0
7.160467231,183.08931,6743.346066,3.803036424,428.0363444,9.79962469,3.884891044,0
5.704764776,116.2993299,33223.58153,7.05050316,504.378681,9.001820488,4.157533407,0
6.217273135,130.9444639,19460.38282,7.092462955,556.65371,14.08360835,5.325833446,0
8.67993497,242.2286673,22984.05095,7.518764659,352.9425881,18.70440906,3.873470298,0
,219.3009142,14859.46642,5.598326766,425.2135748,15.77183437,4.655916599,0
6.897322141,211.3601667,25650.77764,6.766009907,383.0143102,13.93478804,5.02278363,0
3.514545529,158.7320758,23029.66361,6.821679099,307.379142,9.712231911,3.762615331,0
3.722500486,163.6397469,37962.16799,6.684570274,467.5629729,14.56726886,3.662837732,0
6.455004797,176.6839728,24468.04839,5.756930039,477.5813462,16.24550434,2.293431406,0
7.316804754,217.522862,31903.39981,9.865047503,425.9134002,8.992754272,3.50837265,0
1.844538366,233.7643427,28689.59578,7.7244323,410.3872638,15.6118593,5.013463351,0
5.519125656,168.728583,12531.60192,7.730722948,443.5703721,18.0990781,3.75899586,0
7.408985467,204.9617498,9566.12227,6.505923139,504.1459941,11.53214401,3.772420928,0
5.976769618,258.952732,27267.98186,7.648599331,514.1189201,12.25679025,2.994671096,0
6.395359132,133.8342291,23827.27502,5.127746861,573.4002951,9.833874585,4.191217515,0
6.20964226,195.4177209,13116.70771,7.879347671,417.241656,7.507662315,3.612519615,0
6.762832522,232.0751766,27159.38435,7.884990658,465.4137746,13.86396488,4.916579161,0
9.918717064,199.1812511,21470.27831,6.79984141,430.5077069,15.96604294,3.385508444,0
10.15544017,300.2924758,12652.36298,6.655126363,487.459131,9.347633986,5.00246726,0
8.721726711,206.3696824,28608.05208,6.325442404,506.9383527,13.55375101,2.555026904,0
,197.9797828,17153.30616,7.659203939,575.1146944,11.87098148,4.383921814,0
,199.1078856,29721.91163,6.869690215,420.7095912,9.226618665,3.355164642,0
6.099646705,237.9199268,20416.841,8.457830699,291.1048366,19.27005426,3.172789769,0
9.02678772,253.2170742,27965.07215,6.588374366,588.3196505,16.14573205,2.019042018,0
6.953371603,203.1465468,11609.10905,5.495737655,551.1433372,9.387781276,3.651865808,0
6.140877557,197.8760897,26687.87448,7.587196418,548.0727613,15.83633021,5.359460295,0
7.077874007,220.6705396,23873.37821,6.181839616,333.0507859,10.66179894,4.764508265,0
5.488314309,135.8023617,21485.1532,8.187415791,441.3311375,14.86026268,5.066786272,0
7.205559175,120.3276153,24627.86756,6.202469332,418.4332899,13.64314709,3.710053126,0
9.177869866,163.2748283,20868.33122,7.726040434,426.9943932,10.2142746,3.108769988,0
4.270716195,166.8377085,24405.25053,7.391510138,349.5189104,13.47852645,3.763905903,0
7.348844512,223.2649397,11519.04653,8.88955868,494.1584341,18.14537425,4.880875156,0
8.52616987,175.6128363,11837.12336,7.483708838,474.2404823,21.84591625,5.083014142,0
,169.0419175,36152.8209,8.330388898,590.7487872,17.69511436,3.995973787,0
2.612035915,188.8041257,34798.25259,6.796439154,468.0802666,13.17076321,4.76520537,0
8.490571562,204.1236484,22989.79639,8.270792937,435.0008983,17.08424565,3.875556805,0
,213.5419323,22539.71161,6.957204179,463.3988471,11.62301916,3.398592587,0
8.858401531,254.6175187,9624.300462,7.954015627,344.3033625,7.935467758,5.525726338,0
6.098156521,189.995846,27776.90105,6.443097878,245.859632,14.63688226,3.977362364,0
8.419970682,185.7189888,13237.9896,3.998265841,463.6472774,17.20956506,3.962478314,0
9.286155021,222.6615514,12311.26837,7.289866041,353.7401,14.17176257,5.23998187,0
7.875895135,226.2847878,12710.24945,7.303126583,445.3741474,6.063461913,4.238589203,0
7.725332908,252.2654912,36477.73811,8.386761008,339.4113267,17.48584425,3.724836704,0
3.388090611,212.0289445,20230.12558,8.56978153,353.9129274,18.20833967,2.798600948,0
6.745306715,218.424637,21871.8387,7.165509192,373.0501016,16.82661946,3.90235259,0
,190.4238985,28062.64189,9.615147027,263.7719135,13.4452252,5.629015636,0
7.183825723,261.8507998,14100.96899,9.008495194,290.4238384,17.14990713,4.597165512,0
10.1119767,240.4321002,15331.30269,5.392651282,403.0418101,16.13112429,3.425763242,0
7.397413299,122.5410399,8855.114121,6.888688939,489.8516004,13.3659062,3.14915751,0
7.812804388,196.583886,42550.84182,7.33464764,442.5457745,14.66691724,6.204846359,0
6.877456933,136.8792139,27433.58729,7.091521514,342.1963466,18.40384583,3.827650072,0
,146.9702452,16367.45837,7.687037186,468.9450148,18.60138073,4.664350321,0
,230.8094825,27418.78104,7.136498392,274.6605966,9.5785846,4.197595209,0
7.521051679,267.0596474,26865.37374,10.44945031,505.7093717,16.23774577,2.880785347,0
8.550875469,231.2487868,28918.41995,7.822528491,432.28527,16.26629669,3.772886607,0
10.30847766,217.2197464,27653.23518,8.912266341,382.9515048,6.580401551,3.285077052,0
,252.670469,29368.67418,9.906146627,465.2166206,13.22103363,5.052736766,0
7.371085073,207.7168244,24913.83717,9.616330437,363.1685384,11.54266178,4.412589537,0
11.18069466,228.3008604,16600.39275,6.094000531,504.0505391,15.03504691,3.809841654,0
6.506487767,202.2859379,17087.0769,6.201982767,481.7719343,16.53518593,3.548775589,0
6.643935775,151.8896001,10909.19459,3.749625148,437.9090052,15.26474235,3.812952926,0
5.03377399,155.3214775,34971.80748,7.121477448,500.6373262,18.31249854,3.244948477,0
6.912607562,155.7404952,17973.17886,4.916302562,439.6480512,18.38071193,2.612248953,0
7.977635991,245.8951304,32170.06916,9.635636083,473.6624528,11.7283382,3.5521295,0
6.078335837,197.5019119,35957.79218,8.130472208,360.0604774,20.09841289,4.201580906,0
6.242414484,191.9087295,28149.41179,7.1304368,448.2425267,19.37009087,4.508705098,0
6.06335479,160.7673113,14775.1456,7.484103647,327.2702387,12.30901596,3.467336915,0
8.129585514,177.8989666,27834.2177,9.006007747,397.0214276,15.93626168,3.362537135,0
9.562405944,202.0136426,13041.82914,5.820655208,433.3816667,14.13906591,3.762719837,0
8.167792632,200.9137547,27141.3629,7.262416639,525.5987875,16.142284,4.289395484,0
8.594416135,270.0227059,15791.67535,5.912690624,672.5569992,20.18405147,3.568991708,0
,167.3861273,20944.62081,4.963124049,566.339294,11.3188066,3.679795035,0
6.825467901,187.0517097,46140.12685,6.137757462,373.4272355,12.60638165,3.027449578,0
7.861177701,204.2742411,25145.02412,7.923315375,469.4869612,15.99341035,4.157656628,0
4.96577356,220.8486386,21802.7449,6.250578031,386.4133315,18.03523754,3.421766849,0
6.207432968,192.9370271,13442.60347,5.81902294,533.7958508,14.68753934,3.549298841,0
,157.0012874,20067.10533,8.071051029,490.9097122,17.32294643,4.417559791,0
9.769251006,264.2656543,8471.677381,8.349709767,353.1964755,15.04708691,4.636556195,0
9.63066548,152.8624335,23641.70257,6.92570608,417.1670729,16.67018392,4.920091158,0
5.187471605,104.752425,20060.07873,6.913910914,368.8154286,15.14034849,3.203257896,0
7.633570088,199.6529996,16312.15497,9.900546897,420.5341718,10.53939227,2.927066767,0
5.77119905,155.0508931,24909.44401,6.53126127,313.7019343,11.704789,4.688959065,0
6.579969329,197.2269809,17657.08418,4.506293474,254.3932756,9.847655276,4.575931872,0
4.801154368,180.7728708,13556.7344,8.977286381,587.3950117,12.40136807,4.418638132,0
7.948815718,238.2364097,19129.45837,5.851964962,434.6554586,8.663293701,3.692250861,0
6.906992172,216.7852908,19991.23915,7.302351651,356.4591369,9.614106025,2.124759352,0
,281.268667,22452.09081,6.773698986,395.3417753,14.90308047,4.444350199,0
,190.7794599,12224.31051,4.646211053,399.2713589,11.87679667,3.463172548,0
8.461330874,212.5813664,34406.77645,8.679151556,477.3433686,13.80171218,3.771944146,0
7.726134808,233.9478637,21667.86874,6.313181872,472.2589937,14.39986002,3.720636904,0
,247.6615733,19549.49934,8.76967029,438.8657751,16.62465362,3.777737414,0
8.927078148,241.875105,22821.25438,8.549738274,380.1972,10.85928728,4.601860959,0
6.20801554,153.2211063,17358.79637,8.214938853,481.1956735,14.27409228,4.334615732,0
6.128425635,141.4924095,9615.83271,7.62791913,415.0087369,16.43584291,4.633823862,0
,202.2548328,11981.74019,9.189106138,416.5889058,14.07922835,2.678910713,0
7.308048848,274.7049505,14600.53952,8.105802882,415.6072778,16.7616247,3.696119712,0
,170.0992357,39906.19027,6.554996213,515.386742,13.51607813,4.353238589,0
8.640886409,201.5687241,26473.71324,6.967094562,309.9832868,17.66508338,5.263101572,0
,205.5094572,20406.92767,6.810069235,482.3300548,12.33777643,4.102529482,0
8.153210075,127.1448918,10280.9295,5.828357794,487.9083272,11.94347658,2.905788134,0
8.29372011,206.1604149,35216.38597,6.440999766,399.4836212,16.06566794,3.954715283,0
,233.850345,21136.28676,6.689877625,332.7375865,9.745282009,3.310858508,0
,237.6773831,26009.07526,7.074531321,344.7679244,14.44223828,3.706601792,0
9.489972878,234.0699652,15513.74038,4.735332224,277.9700697,16.69821637,4.219967522,0
7.830976343,190.7990441,7695.063935,4.845205476,507.4454883,15.52665845,4.588784657,0
4.430281212,139.6857588,28862.25717,8.961372377,434.7812671,17.29929446,4.384565156,0
7.240739639,201.1868045,23783.09956,7.75128544,579.2203941,13.4863791,3.556297467,0
,260.2053596,19517.7248,8.764168678,251.0208987,12.80458815,3.665521764,0
6.867301322,174.1849764,24112.15347,5.529942236,484.1229389,11.482687,3.82359504,0
6.129637015,200.2781822,30989.94841,8.830102319,341.3885767,9.300117278,4.615886181,0
7.917049443,278.056321,27192.28056,9.220128211,358.7817362,15.05431287,3.659484625,0
6.511618075,181.8734217,29136.81462,7.685775096,475.3413507,12.32123216,4.850433708,0
5.323815584,232.36858,37625.75268,8.879822934,580.8977004,12.29380305,2.880721846,0
6.769572869,168.9370725,11067.18115,7.121263609,289.5424601,18.54590296,5.22054027,0
5.87797404,141.6152867,13652.2932,5.701659125,538.4954044,12.03404227,4.032259504,0
9.534021716,201.955208,9472.61492,6.105708489,259.6368031,15.62561667,2.768238928,0
6.340027628,225.0281485,45222.50667,5.809031562,435.5004571,11.38593727,3.686001324,0
8.66159243,284.0983515,27088.47646,7.897856522,512.2773101,16.91214158,3.67043101,0
5.653506135,146.5902323,16462.46009,6.501596205,272.4405583,13.79526446,5.198985504,0
6.626012184,112.2994855,25839.8941,7.658746878,327.2480786,19.40914656,4.194313129,0
7.793833573,176.8664829,18344.68036,7.567676884,371.216973,9.039042454,4.172935335,0
7.59312765,261.5661726,18371.0572,6.297542536,387.6295723,16.57598077,3.377337638,0
7.362736502,185.692181,16268.44861,5.317019275,419.2584481,16.02424609,4.408513182,0
9.320305445,129.8238585,16002.13832,4.405034532,499.8441671,13.0768589,4.205809732,0
3.719791644,248.8592673,23590.93213,7.683742221,427.4959312,20.39378167,2.718397734,0
6.655605026,216.4411715,20571.84571,8.984236816,336.8314548,17.74599613,2.951644715,0
9.868877881,214.1662353,15326.85591,3.35159782,424.2928308,19.18844138,3.355489791,0
5.590614436,229.1921395,35370.73552,7.98964067,469.4130904,13.28155615,4.726845017,0
5.554436511,229.1228286,31344.46039,7.761431064,306.872526,13.97480047,2.095914087,0
4.126528715,125.4748835,11215.9459,5.366011336,445.2414569,18.57592068,4.460200984,0
5.970035657,230.4493293,16324.1152,5.293918607,327.786642,13.32598708,5.428674072,0
,229.7713495,16162.26231,4.933662227,448.8460364,8.816486899,4.600927569,0
8.369154354,183.5003784,12975.90033,6.600853064,493.4654399,12.98710649,3.629749331,0
6.284248242,190.0176486,12206.68121,7.910711202,395.2610634,13.24613956,3.377132289,0
11.26782838,161.8963622,6040.369868,7.20541412,316.5358711,11.76830935,4.153347001,0
9.298018008,163.0388346,13990.5134,4.24970162,399.4773578,15.36588356,3.681324244,0
7.895469246,154.2657803,7769.616119,7.205262042,407.7322172,16.42004096,4.2369473,0
7.947485786,269.809407,34440.77343,6.95828321,425.627814,13.74926131,3.70085384,0
10.02615916,224.2663577,14962.17783,7.428313128,517.5128415,18.85851888,4.182277582,0
6.48819324,225.4819088,34864.42789,8.951692285,324.5098409,12.6965448,4.592073571,0
5.869736755,207.7254552,22244.21824,6.59776434,465.6164808,14.83810023,4.689315048,0
,220.8137025,21410.31962,6.324879789,382.197839,9.500295529,3.659974812,0
5.30414266,160.9683582,25299.51156,6.28604311,497.7903905,15.01303033,4.165723664,0
7.533614823,186.9182451,11642.72754,5.890684294,363.5063443,10.7401459,3.462763987,0
4.077607725,207.8380479,18194.95414,7.923973951,288.3651931,13.30669203,2.758658531,0
,105.8592636,37928.14218,5.609440346,358.8887676,12.20710849,3.87385335,0
7.086168401,189.1453777,4304.492483,3.615890517,400.9043497,12.99301224,3.416539753,0
6.271012171,213.444685,24846.14187,8.372997049,543.3917436,17.91652637,5.303581361,0
7.957768344,276.7335689,17162.39842,7.841541553,514.421722,14.5297793,3.450745892,0
8.875642278,228.9215872,28487.7086,5.31873198,474.772519,14.68397047,4.006991559,0
,192.447171,18257.56927,7.472249066,462.4024491,13.93214538,4.358298341,0
6.613709118,141.1289215,25648.5695,7.222971557,374.7703158,14.03826326,3.539771111,0
7.735705022,137.3181658,16723.97724,7.675826174,595.3292635,18.75613937,2.148611536,0
9.925041328,238.7133934,10704.60318,6.110019418,405.9001841,13.55036657,4.703803489,0
9.00258311,202.9907653,19523.12486,7.244753274,366.4917287,15.68940449,4.904837415,0
5.095766465,273.4084481,26307.29845,10.2198041,513.8775793,18.27241832,4.35219347,0
8.594677108,263.7645927,23220.12061,6.394463065,588.8527329,13.579996,4.754072499,0
7.083779061,112.820254,8580.245561,4.210284081,434.7477154,23.39951606,3.887680685,0
7.682872498,180.7013755,12105.72193,5.396716118,469.8356255,15.83176344,3.778606788,0
,133.8131148,18272.50597,5.911870512,415.2117346,11.50450612,3.313199022,0
6.419772474,208.7602476,30759.68144,7.767863487,523.6001756,20.23252348,3.095233157,0
4.443238899,178.9562058,25008.53225,4.948814509,429.544773,17.72972404,3.268324836,0
6.978664262,183.2427962,23114.44608,6.500825402,470.0787053,16.08284748,4.766943236,0
6.623613566,203.0301413,17167.3013,6.049600899,410.2432475,15.91450007,2.915165951,0
3.664710562,201.0973162,28102.75663,5.682035302,291.1484489,17.47063098,3.316157657,0
4.814135621,205.2140411,17650.40505,8.121080147,414.030709,10.99941608,5.190851805,0
5.779673705,199.5860803,24160.35432,9.458128324,428.5532485,16.02250323,4.656377233,0
6.937818783,177.5781419,12626.19792,7.380882984,439.624998,9.348252155,3.724089564,0
7.436782609,208.094004,28544.61629,6.500052537,522.79373,17.11527603,3.727663719,0
4.723312573,252.274895,22833.19204,5.922450614,411.2950246,16.58457144,3.917586695,0
9.380658051,265.0612161,15156.78983,4.271544671,503.1706154,11.28641004,4.034349047,0
7.810144933,187.3150477,20418.88993,7.214895724,351.1860809,16.80039961,4.033773709,0
9.436637164,143.7884118,20724.93036,7.700100188,469.7613277,14.21576467,4.41111744,0
9.406325753,216.7621587,27948.58945,6.156110794,347.9830783,16.34071505,3.097277957,0
6.321259315,207.2577096,8532.139517,5.987876584,491.7653132,10.54688624,4.501457204,0
,217.369746,17984.32744,8.594162885,409.2207765,10.21377929,3.605154199,0
4.705356496,103.173587,19555.76505,6.76729799,370.1781664,9.182833652,3.437450134,0
8.896418988,222.2562929,8870.902966,6.011342433,425.2268617,10.84773685,3.700945733,0
6.581878202,272.9827447,37169.4444,8.114731015,351.4768394,15.12933449,4.201662864,0
6.755145902,231.2601313,18536.69865,8.757133179,385.1146477,13.88883433,5.162729749,0
9.445129838,145.8054024,13168.52916,9.444471086,592.659021,8.606396747,3.875165247,1
9.024845037,128.0966912,19859.67648,8.016422649,451.143481,14.77086294,3.985250506,1
,169.974849,23403.6373,8.519729851,475.5735624,12.92410682,2.747312999,1
6.80011909,242.0080815,39143.40333,9.501694588,376.4565931,11.43246635,3.8549399,1
7.174135163,203.4089346,20401.10246,7.681806287,315.5499,14.53351004,3.939895657,1
7.657991237,236.9608892,14245.78912,6.289064859,416.6241889,10.46423858,2.437296288,1
8.322986672,207.2524622,28049.64628,8.827061283,358.7258688,18.70927337,4.052135728,1
5.934279093,223.8581252,23249.65383,4.602849948,277.3845373,11.36686342,5.217895024,1
9.802720782,98.77164353,27357.45674,9.218150393,512.4287308,14.16893351,2.764633881,1
6.101955231,215.2680896,15976.92623,8.857160044,417.8435527,13.1472795,3.53559633,1
4.997770601,280.0824107,26849.19474,6.130756542,297.61154,15.57157096,3.404632906,1
4.815766791,217.6870932,16392.13507,7.461170474,481.4808283,15.5172963,4.375223811,1
6.548020558,278.5851052,25508.38695,6.749377795,497.3217528,16.56316651,3.611860372,1
13.17540172,47.432,19237.94968,8.907019729,500.2459518,12.08389565,4.10692449,1
6.618010906,233.6616359,19598.86074,4.701049346,401.6697906,11.76614643,4.437695749,1
7.788054733,212.6914573,29879.06015,6.998961533,359.5690815,14.82874304,3.368757217,1
5.191834327,211.0941848,14866.10386,7.238691301,388.7165795,17.78000011,3.859800939,1
5.626339528,230.8579828,14442.41888,5.210368684,346.5532064,11.36870244,1.943318777,1
6.869638941,251.2934475,21728.8213,8.803174745,539.4668769,12.99414,4.726702454,1
9.058628424,155.3575571,15737.46894,7.251978855,463.389256,17.85447002,3.65213447,1
7.291888325,127.5442971,27784.04848,9.754475933,439.6493286,17.28504169,5.328712788,1
7.275908774,175.2203765,22644.76635,7.886854527,373.3456926,17.41168255,5.062297798,1
6.512737124,229.263861,22475.04687,12.58002649,479.5012786,9.983462392,4.612963629,1
7.207886781,175.8702941,35804.29261,8.066059052,468.5628288,16.16409127,3.762741072,1
,156.5206348,16146.15711,6.629599183,629.2812475,13.50768846,3.772919265,1
5.324941856,280.0896549,35344.65805,13.04380611,392.4214958,10.50481955,4.427137926,1
7.082300649,169.4689273,29846.71906,5.443386888,353.0303803,18.95953438,3.485577388,1
5.33418358,224.7879362,28897.49153,6.048524614,360.1791773,12.24734356,5.091357101,1
10.7618978,81.71089527,25999.95367,8.477393872,392.7040818,12.71635014,4.661798516,1
6.286806948,258.3000516,13777.37619,7.483257698,563.4347751,16.46083688,4.104863275,1
9.794558699,129.8709584,20682.73174,9.390842593,427.1239484,11.85322809,2.945418738,1
8.210443565,167.1021915,13933.08536,10.42284178,391.0688736,13.74705768,4.97605516,1
6.941719438,173.3343894,20111.82126,6.697194091,374.4853324,19.93748613,4.563183171,1
10.35611883,136.3237517,48621.56395,9.158703903,365.7202915,17.97556384,4.201849441,1
7.958984292,171.4836247,23625.81389,9.537735147,327.623881,16.11711046,4.698007916,1
3.882631081,243.8079497,7751.809491,0.530351295,341.2911163,12.99059199,3.734001387,1
5.671773833,216.0428111,15949.15318,7.500573233,372.5352428,17.89572372,3.833159746,1
10.00330054,143.0942854,46113.95749,12.91218664,574.5550413,16.96330978,4.746381859,1
6.552847474,198.8069397,34006.42073,8.691206175,477.1639068,14.36963009,4.687986155,1
7.628552723,156.7936942,26244.03691,8.337610434,495.9669861,13.63397438,4.182057148,1
4.79084054,268.7208812,17862.369,4.554573627,608.8468563,10.80631311,3.258858945,1
7.710959939,181.9381256,6552.626314,5.389248621,516.2840829,17.01078491,4.28894682,1
8.291299006,211.2170343,20008.13496,8.767875035,475.9091299,12.6146689,3.424701921,1
6.193170101,225.6834218,12883.7265,4.739360117,389.4059776,14.5601358,3.466645288,1
9.032660579,121.4414415,15618.17025,6.157490739,390.6572261,15.03031511,4.927218272,1
6.139493741,236.6740259,8081.466471,6.250808074,416.2388206,12.77701399,3.260906853,1
7.12942473,178.3723523,25840.57889,7.487823264,323.2989152,16.40615622,3.418610803,1
,191.2852176,21948.32536,5.62678729,509.4068215,16.69147057,4.109590274,1
5.418503763,187.7768087,35902.71568,4.357087861,454.5202956,6.37407026,4.506539591,1
8.075494508,195.8049958,29483.60185,10.49384092,321.7483389,9.751086325,3.682919645,1
,225.287704,22511.69262,7.05757788,291.3537014,11.59002511,4.081701398,1
10.04967372,132.8328367,11557.03204,8.550572663,442.7680497,13.37614863,5.133477823,1
5.667650647,229.9283665,16953.89874,8.774306102,554.1205362,14.25464074,3.633213756,1
,181.6891637,27776.18026,7.589868762,417.6312019,8.630090798,3.807920062,1
8.923980608,135.9384675,27919.77067,12.36328483,415.6294838,11.94991382,4.15558319,1
6.428866313,225.6130938,15596.47333,6.153472447,466.0443992,18.0153855,4.184783372,1
6.960603502,201.7154525,11348.676,4.297889825,468.5913885,10.49058864,4.978820188,1
5.873675846,203.3299282,19216.68309,9.212778722,420.2912301,11.11927378,5.412090885,1
6.79546901,187.7830201,15300.83867,7.486598424,498.665928,19.60042881,5.163088154,1
10.04102797,113.8311122,16266.43445,7.939074358,557.4860613,13.19534068,3.807562606,1
,273.2556208,44506.44156,8.412688131,485.6472319,14.70501353,4.124780678,1
7.296037734,235.7351929,36043.70664,5.19621276,385.6143207,17.05271326,4.168526118,1
,161.8264761,29299.12335,7.028796694,375.7807164,19.7625765,3.497577391,1
5.862641233,185.0652199,44069.27216,4.382721317,331.5701387,15.30607892,5.50742094,1
7.292141805,174.480427,33991.65157,9.511792392,435.1080173,16.29361407,4.466912564,1
8.062805643,200.493112,11567.88784,9.889949955,510.4144025,10.65093547,4.471842,1
7.82197094,157.1815455,23318.18798,9.08403988,294.6365314,17.18676578,3.532958335,1
11.301794,77.4595861,39227.61946,8.517986143,410.8561139,14.32688885,3.309580397,1
6.593764313,233.5141325,25589.61059,9.785695834,489.7034439,14.38960913,2.346578095,1
9.161088613,119.8419046,26618.05964,6.105573329,379.7251816,10.89992641,4.888061137,1
,144.815264,14507.01781,5.819091707,290.8894718,8.942072174,5.922581692,1
4.642953052,307.7060241,16115.92986,7.707342333,439.9444081,18.44079003,3.982867293,1
7.798453676,188.3949423,32704.56929,11.07887248,507.1786883,18.27243924,4.107267203,1
5.564342491,256.20883,11245.73577,7.212253931,369.5555133,15.64005334,2.285987849,1
